Name,Description,CalculatedPopularityScore,carbohydrates,fat,protein,calories,protein-cal-ratio,Label,Image,UrlLink,Latitude,Longitude,,,
Pad Thai,"<p>Pad Thai is Thailand's national dish, a flavorful stir-fry (<em>pad</em> in Thai) dish consisting of rice noodles, tofu, dried shrimp, bean sprouts, and eggs. If it's made with meat, chicken and pork are some of the most popular choices. The flavors are an intricate combination of sweet, sour, and salty, with a well-balanced contrast of textures. Pad Thai is probably one of the most popular Thai dishes abroad. Its origins can be traced to a period of nationalism in the country, after the 1932 revolution that ended the absolute monarchy. There was a public contest to find a new national noodle dish, and the winner was a Pad Thai consisting of noodles, radish, sprouts, peanuts, and eggs. Tender rice noodles are additionally flavored with sugar, tamarind, lime juice, vinegar, and fish sauce, and the dish is traditionally served with ground red chilis, white vinegar, sugar, fresh lime wedges, and fish sauce on the side, so each consumer can garnish the meal to their preference.</p>",47,58.79965,16.38593333,19.35399444,465.6332778,0.041564887,Pad Thai,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/2c84eb3515b04efebb125f2c7d6221e7.png,pad-thai,13.75149496,100.5000702,,,
Baguette,"<p>Probably the most iconic image of France, this long, light, airy bread with its characteristically crispy crust dates back to the 19th century, when wheat and white breads were no longer a privilege of the rich. Baguettes were made even before the invention of their name. The word baguette first entered use in 1920, derived from the Latin root <em>baculum</em>, meaning <em>stick</em> or <em>staff</em>, which became <em>baccheto</em> in Italian. Baguettes were first baked as long, wide loaves of bread, but a 1920 law prevented workers from beginning work before 4AM, making it impossible for bakers to finish baking the bread in time for breakfast. They then gave baguettes their typical long, thin shape in order to speed up the baking process. The bread was baked in steam ovens, which were first brought to Paris by an Austrian named August Zang, whom some French sources credit with the invention of the baguette. Another characteristic of the baguette is its typical flower-petal design on the top of the crust, made by making diagonal slashes with a curved knife on top of the loaves before they are put to bake. Today, baguettes can be found throughout France, and they are available for sale in nearly every boulangerie, as well as baked at home. The texture and flavor of a good baguette can transform any sandwich into a gourmet meal. Baguettes are also flexible &ndash; they can be made into bruschettas, turned into croutons or garlic bread, used for mopping up sauces, or simply dipped in olive oil as a snack.</p>",47,45.87655,3.26104,9.397,256.864,0.036583562,Baguette,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b4b5c1007fd04e4ab692d0aee66c8ad4.png,baguette,48.86701344,2.333387699,,,
Ceviche,"<p>Ceviche is the national dish of Peru consisting of slices of raw fish or shellfish that is spiced with salt, onions, and chili peppers, then marinated in lime juice. Due to the acidity of lime juice, the texture of the fish changes, as does its color &ndash; from pink to white. The acidic marinade, also known as<em> leche de tigre</em> (lit. tiger's milk) ""cooks"" the meat without any heat involved in the process. For ceviche, fresh fish is an imperative, as fish and shellfish that are not fresh can cause food poisoning. Peruvians are used to fresh ingredients, so the fish will sometimes be prepared for ceviche less than an hour after being caught. Fish for ceviche can be divided into three categories: firm, medium, and soft. The dish was originally made by the natives who marinated fish and <em>amarillo</em> chiles in the juices of a native fruit called <em>tumbo</em>, which was replaced by lime juice when the Spanish brought limes and onions to the country. The flavors of ceviche are slightly acidic and spicy, with an intense aroma of the sea. Traditionally, it is served on a bed of lettuce with tiny pieces of corn, chunks of sweet potato, and boiled yuca. <em>Cancha</em>, a variety of popcorn made from large corn kernels toasted in salt and oil provides an ideal side dish. The dish is traditionally served at <em>cevicherias</em>, specialized ceviche restaurants that can be found all over the country, and it is so popular that it even has its day, known as National Ceviche Day.</p>",47,11.823485,3.10769,19.26772,155.284425,0.124080184,Ceviche,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/41411a8196774ca190e77e122e27ce1c.png,ceviche,-12.0629224,-77.03650925,,,
Pasta carbonara,"<p>The carbonara we know today is prepared by simply tossing spaghetti with <em>guanciale</em> (cured pork jowl), egg yolks, and Pecorino Romano cheese. Despite its simplicity, this dish remains one of Rome's favorites, equally popular throughout the country. Even though carbonara is considered a typical Roman dish today, its origins are quite vague and often disputed. The name is said to have been derived from the <em>carbonari</em>, woodcutters and charcoal-makers who lived in the Appenine mountains northeast of Rome, and who supposedly cooked their pasta over a hardwood charcoal fire and tossed it with eggs and cheese. Another popular theory claims that carbonara was invented after the liberation of Rome in 1944, when food shortages were so severe that Allied troops distributed bacon and powdered eggs, which the local population would then mix with water to make pasta sauce.</p>",47,37.291,10.0065,13.024,318.15,0.040936665,Pasta carbonara,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/7c0ff563d8bd41fb85400b0b4d8b04d3.png,carbonara,41.89600072,12.48496946,,,
Guacamole,"<p>Guacamole is a world-famous buttery delicacy dating back all the way to the Aztec empire of the 1500s. It&rsquo;s a healthy blend of ripe, mashed avocados, onions, chiles, optional tomatoes and selected seasonings such as sea salt and coriander. The star of this incredibly simple dish is the avocado, high in unsaturated fat, potassium, vitamins, minerals and protein, its name stemming from the Aztec <em>ahuacatl</em>, meaning <em>testicle</em> or <em>testicle tree</em>, which is why it was believed that it was an aphrodisiac by the Aztecs. Guacamole is sometimes prepared in the <em>molcajete</em>, a traditional Mexican mortar and pestle where onions, chiles, and salt are ground to a paste and added to the coarsely mashed avocados. Of course, guacamole is only as good as the avocados it is prepared with, and among the best are the nutty and creamy <em>Hass</em> and smooth <em>Fuerte</em> avocados. It is usually accompanied by corn chips, nachos or tortillas on the side, so guacamole is used as a side dish or a dip. Regardless of its position on the table, the only important thing is to serve it fresh before it oxidizes and changes its vivid, green color to a darker brown hue.</p>",47,3.90059,7.87165,0.95927,87.9131,0.010911571,Guacamole,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/4c2ac77cdc4944268749bc4425f5556b.png,guacamole,19.43213057,-99.13158861,,,
Sundae,"<p>Along with <em>Banana Split</em>, sundae is one of the most served ice cream-based desserts in the United States of America. A sundae is ice cream topped with a sauce or syrup, typically served in a bowl. The most popular varieties of sundae are chocolate caramel, butterscotch, and strawberry. Cherries, dairy cream, and nuts are the most common additions to the popular treat. Food historians still argue about the origin of the ice cream sundae, but there are three theories which remain the most popular. The first one says it was created in Illinois, where the law prohibited the selling of soda water on a Sunday. As an alternative, local soda fountains started selling ice cream sodas without the soda, leaving the customers with only syrup and ice cream, known as sundaes. The second theory says that it was invented in Wisconsin by a soda fountain owner named Ed Berners, who served ice cream topped with syrup used for sodas to his customers. Berners loved the dish and charged a nickel for it. His competitor, George Giffy, started to serve the dessert on Sundays. Once he started to make money, he changed the name from Ice Cream Sunday to Ice Cream Sundae and served it every day of the week. The last theory suggests that the sundae was first made in Ithaca, New York by Chester Platt, a drugstore owner who served a dish of vanilla ice cream, cherry syrup, and candied cherries to one Reverend John Scott, and he named the dish after the day. Regardless of its inventor, today there are over hundred types of sundaes, offered in numerous flavors such as pineapple, blueberry, banana, raspberry, or marshmallow, among others.</p>",47,43.030275,12.49845,6.070025,311.39,0.01949332,Sundae,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/8a1b12eac25447a78e579b241008d480.png,sundae,38.89518465,-77.03539109,,,
Quesadilla,"<p>Quesadilla is a simple Mexican snack consisting of a flour or corn tortilla filled with cheese that melts well. It is commonly folded in half and consumed. A quesadilla can also have some other ingredients on the inside such as meats, beans, or potatoes, but cheese is always mandatory (with the exception of Mexico City, where cheese in a quesadilla is often an afterthought). Sometimes, it is cut into wedges and served with salsa or guacamole on the side, and it can be topped with vegetables such as diced tomatoes, onions, lettuce, or hot chiles. The origins of quesadilla are somewhat murky, but it is known that the cheese was brought to Mexico by the Spaniards along with other dairy products in colonial times, and the thin flatbreads were already a staple of the Mesoamerican people. The Spaniards named the dish quesadilla (<em>little cheesy thing</em>). In northern Mexico, and parts of the southwestern United States, flour tortillas are more common than corn tortillas, so quesadillas with flour tortillas started to gain popularity throughout the United States as well. Today, there are numerous varieties and fillings for quesadillas such as chorizo, Oaxaca cheese, epazote, and squash blossoms.</p>",46,44.36787778,29.02188333,33.45975,638.9311111,0.052368322,Quesadilla,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/8e2ed5d4da6e4952aa3af3cce76a6892.png,quesadilla,19.43544456,-99.13228462,,,
Afternoon Tea,"<p>Afternoon tea is an old British tradition of having tea between 3 and 5 o'clock in the afternoon, accompanied by sweet or savory tidbits of food. There are three types of afternoon tea: <em>cream tea</em>, paired with scones, jam, and cream; <em>light tea</em>, paired with scones and sweets; and <em>full tea</em>, paired with savories, scones, sweets, and a dessert. It is said that the tradition was invented by Anna Maria Stanhope, the Duchess of Bedford, in the 19th century. She suffered from a <em>""</em>sinking feeling<em>""</em> in the afternoon, so she started having a pot of tea and a light snack privately in her boudoir. Later on, she began inviting her friends to join her, and shortly after, all of the fashionable society at the time was drinking tea and snacking on sandwiches in the middle of the afternoon. There are some rules concerning the traditional afternoon tea; it should be served with milk after the tea is in the cup, the tea should be sipped, not slurped, and the teaspoon should never be left in the cup, especially while drinking tea. Today, afternoon tea is an occasional luxury or a birthday treat in a fancy hotel, and it is less associated with high society, since people in the United Kingdom tend to consume it multiple times a day, in numerous ways and flavors.</p>",46,21.295,9.7,4.22,200.4083333,0.021057009,Afternoon Tea,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/247151ea962542b2944c67bcd1bf3396.png,afternoon-tea,51.5061782,-0.126342773,,,
Fish and Chips,"<p>Most Brits would agree that there is nothing more British than fish and chips. This comforting, widely loved national dish consists of a freshly fried, hot, white fish fillet and large, sliced and fried potatoes. Cod, haddock, and flounder are the most common types of fish that is fried for the dish, and the customers can choose which type of fish they want, with cod being the most popular choice. The fillets get dipped in a batter made from eggs, milk, and flour, and are then fried in oil, lard, or beef drippings along with the potatoes. The origins of this dish go back to the 17th century, when potatoes were fried as a substitute for fish in the winter months, while fried fish was introduced into the country by Jewish refugees. Fish and chips are a favorite takeaway dish, with numerous <em>chippies</em> (fish and chips shops) popping up all over the country and offering a few accompaniments and sides, such as salt, vinegar, mushy peas, curry sauce, ketchup, brown sauce, and a cup of sweet, milky tea. Traditionally, the dish is served wrapped in greaseproof paper and a layer of newspaper in order to make eating outside easier, and if you want to do as the Brits do, it is the only acceptable way to eat it.</p>",46,45.3918,20.89753684,20.05429474,454.28,0.044145229,Fish and Chips,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/4c03880526bf47129c76b92071c1dd1e.png,fish-and-chips,51.50722838,-0.126447704,,,
Chutney,"<p>Whether Indians are enjoying tandoori chicken or aloo paratha, no meal is complete without the flavorful chutneys - India's national condiments. These fresh homemade relishes consist of pickled or stewed fruit and vegetables that are cut into small chunks, then delicately seasoned with a variety of spices such as cumin, cardamom, tamarind, ginger, and turmeric. They are typically served in small, round bowls and consumed along with the main dish. Chutney's role is to cool the palate and bring even more flavors and colors to the table. Most families take great pride in their homemade chutneys, their houses decorated with rows upon rows of jars that were left to mature in the sun on windowsills. It is common to serve more than one chutney, so a hostess is often judged by the number and variety of chutneys she serves to her guests. <em>Mint chutney</em> is the most popular variety, traditionally eaten with samosas and consisting of fresh mint leaves, onions, garlic, and lemon juice. <em>Coconut chutney</em>, another favorite, consists of grated coconut, ginger, kari leaves, chiles, and garlic. Other types of chutney can be made with green mangoes, tomatoes, sour cherries, coriander, peanut, and apples, all of them with vivid colors, sweet, spicy, and sour at the same time. Chutney got its name from an Anglicized version of the Sanskrit word <em>chatni</em>, which literally translates to <em>licking good</em>, and it is obvious to anyone who tried it that it lives up to its name.</p>",46,5.923175,1.094475,0.3281875,33.82949375,0.009701224,Chutney,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/9488655608f34ebca6f10e404c68c217.png,chutney,28.61290326,77.21783199,,,
Churrasco,"<p>Churrasco is a Brazilian barbecue method where juicy pieces, slices, steaks, and chops of beef, veal, lamb, pork, and chicken are placed on big skewers and grilled over wood fire. It started in the early 1800s when the Gauchos (European immigrants that settled in the Rio Grade do Sul area) would get together and start a fire, adding large portions of meat on skewers and slowly grilling the meat. In the restaurants, known as <em>churrascarias</em>, the skewers are paraded across the restaurant in a flashy manner, and the waiters circulate among the tables in order to show off the succulent meat to hungry diners. After the customers have chosen their preferred type of meat, it is sliced off the skewers to the dining plates. Also known as <em>rod&iacute;zio</em>, the theme of this barbecue experience is <em>all you can eat</em>, so the customers should know to come with an empty stomach. Beef is the most popular option, although livers and hearts are especially rich and chewy. In Brazil, the meat will often be from the <em>zebu</em>, a succulent, lean breed of cattle with a hump that's especially popular in churrasco as a cut of meat called <em>cupim</em>. Churrasco starts with appetizers and a variety of salads offered from a big buffet, as a preview of things to come. The usual accompaniments for the meat include farofa grains, rice, fried potatoes, potato salad, steamed greens, black beans, onions, fried bananas, and numerous chili-based sauces. After the big meal, it is typical to consume grilled pineapple slices, serving as a palate cleanser as well as a tasty dessert. Churrasco (lit. barbecue) is also popular as a cooking method in countries such as Nicaragua, Puerto Rico, Argentina, Uruguay, Ecuador, Guatemala, and Chile, and each country has their own favorite cuts of meat and accompaniments for this popular barbecue style.</p>",46,2.009333333,10.654,16.20633333,172.6933333,0.09384458,Churrasco,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/d82b1939575b4c8b90ef903e04f12ae2.png,churrasco,-30.03339373,-51.23309358,,,
??clair,"<p>These elongated pastries with an appealing glaze, a crispy exterior, a soft doughy interior, and a sweet, creamy center originated in France at the turn of the 20th century. Most food historians believe they were invented by Marie-Antoine Car&ecirc;me, a famous French chef. &Eacute;clairs (French for <em>lightning</em>) are believed to have received their name because of how the light would reflect off of them after a coating of confectioner&rsquo;s glaze. The oldest recipe for these tasty treats can be found in the <em>Boston Cooking School Cook Book</em>, published in 1884. Today, &eacute;clairs are becoming increasingly popular in France and throughout the world, and have begun to sport new fillings such as green tea and lemon cream.</p>",45,21.25535,11.01545,5.9804,206.4975,0.028961125,??clair,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/7eabf70c83ea45c2ae8a3d0c607e6555.png,eclair,48.85549917,2.351082689,,,
B??rek,"<p>B&ouml;rek is a baked dish consisting of a savory or sweet filling wrapped in <em>yufka</em> - thinly stretched sheets of dough made with flour, water, and salt. Heartier than phyllo, but thinner than a tortilla, hand-made yufka is typically brushed with butter before baking. Although many countries have their own versions of this satisfying dish, it was probably invented during the Ottoman Empire in the Anatolian Provinces, an area that nowadays belongs to Turkey. Some sources suggest that b&ouml;rek might be even older, a descendant of the Eastern Roman (Byzantine) Anatolian dish known as <em>en tyritas plakountas</em>, consisting of layered dough filled with cheese, its recipe dating back to 160 BC. Nowadays, Turkey is famous for its layered pies and pastries, all united under the name b&ouml;rek (also <em>burek, byurek, byrek, b&ouml;regi</em>). Regardless of many b&ouml;rek varieties, yufka always remains the same, and almost everything wrapped in it may be called b&ouml;rek, which could also explain the name: some suggest that it comes from the Turkish word <em>bur</em>, meaning <em>to twist</em>. In Turkey, there are many regional variations of b&ouml;rek, and the names usually contain a descriptive word referring to the shape, ingredients, cooking method, or a region where the specific variety of b&ouml;rek comes from. For example, <em>su b&ouml;re??i</em> or <em>water b&ouml;rek</em> is made with boiled sheets of dough which are buttered and filled with a mixture of feta cheese and parsley (an alternative recipe suggests minced meat and onions), then baked. <em>Kalem b&ouml;regi</em> or <em>pen b&ouml;rek</em> is a thin, cigarette-shaped variety that is often served in restaurants as an appetizer. Due to their shape, they were originally called <em>sigara b&ouml;re??i</em>, but in 2011, Turkish pastry chefs started calling them <em>kalem</em> to avoid the connections with smoking. They are usually filled with feta cheese, potatoes, and parsley, but can also be enriched with minced meat or sausages, and vegetables such as spinach, nettles, leeks, and courgettes. <em>Pa&ccedil;anga b&ouml;re??</em>i is a deep-fried variety from Istanbul, filled with past??rma or ka??ar and chopped green peppers. <em>Saray b&ouml;re??i</em> or <em>palace b&ouml;rek</em> is a truly decadent version made with fresh butter rolled between each sheet of dough, while <em>kol b&ouml;re??i</em> or <em>arm b&ouml;rek</em> is the classic variety prepared at home - shaped in long rolls, either rounded or lined, it is usually filled with minced meat, feta cheese, spinach, or potatoes (it's smaller and fattier variety is called <em>sar??yer b&ouml;re??i</em>, named after Sar??yer, a district of Istanbul where it is traditionally prepared). The most beautiful variety might be <em>g&uuml;l b&ouml;re??i</em> or <em>rose b&ouml;rek</em>, arranged in a spiral that resembles a rose filled with various fillings which are often spicy in flavor. <em>&Ccedil;i?? b&ouml;rek</em> or <em>raw b&ouml;rek</em> is a half-moon-shaped variety filled with raw minced meat and fried in oil. On the other hand, there is also <em>t&ouml;b&ouml;rek</em> - a similar variety which is baked instead of fried. However, b&ouml;rek doesn't have to be savory - a sweet variety called <em>laz b&ouml;re??i</em> is prepared in the Rize region. It is filled with <em>muhallebi</em> (a local spin on custard) and served generously dusted with powdered sugar. Another sweet variety is called <em>k&uuml;rt b&ouml;re??i</em>, also known as <em>sade</em>, meaning <em>plain b&ouml;rek</em>, referring to the fact that it has no filling at all, just a generous layer of powdered sugar on top. Seeing all these varieties, it is clear that b&ouml;rek may be one of the most significant dishes of the Turkish cuisine &ndash; it surely is one of the oldest and most traditional ones.</p>",45,43.81766667,18.11611111,12.04666667,426.5555556,0.02824173,B??rek,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/3a73a75751f24111b5aa096c5a530514.png,borek,39.9220144,32.85521274,,,
Fondue,"<p>Fondue is Switzerland's national dish, a melting pot of different flavors and aromas, similar to the country itself&ndash;a melting pot of people and different cultures. Its name comes from the French word <em>fondre</em>, meaning <em>to melt</em>, and it was first described in Homer's <em>Iliad</em> as a mixture of goat cheese, flour, and wine. Fondue's key ingredient is cheese that is melted over a fire, with a lot of regional varieties and flavorful additions such as cherry brandy, white wine, or a sprinkle of nutmeg. It was invented out of necessity, when the alpine locals and traveling herders relied only on cheese, wine, and bread to get them through the winter. As the summer cheese dried out and bread became stale during the winter months, the people started to melt cheese with wine and dip pieces of stale bread into it. Traditionally, fondue is prepared in a flameproof casserole called a <em>caquelon</em>. The dish varies from region to region: <em>fondue Neuchatel</em> uses Gruy&eacute;re and Emmental, <em>fondue Vandois</em> adds a lot of garlic, while <em>fondue Fribourg</em> is prepared with ripe <em>Vacherin</em> cheese. Pieces of bread are placed on traditional, long-handled fondue forks used for swirling the bread in cheese. According to local customs, if one loses a piece of bread in the pot, he or she has to buy a round of drinks for everyone involved in this unique and cheesy communal affair.</p>",45,7.82104,18.329675,17.67797,288.59965,0.061254302,Fondue,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/a8b9eda263de45428251f7e31f5636bf.png,fondue,46.94786095,7.452442389,,,
Churros,"<p>Elongated, crispy, crunchy and intensely fragrant, churros consist of deep-fried yeast dough encrusted with sugar. Although some may argue against consuming these sweet treats, warning others about the dangerous effects of sugar and fat on human bodies, the popularity of churros throughout the world doesn't seem to wane. Originally invented by Spanish shepherds who could easily cook them in a pan over an open fire, today these unusually shaped, cinnamon sugar sprinkled twists are most commonly eaten in Spain and Latin America as a hot breakfast food, accompanied by a strong cup of coffee or a cup of thick hot chocolate. Their characteristical shape is achieved by pressing the dough through plastic tubes so it emerges on the other side in thin, ridged ropes. Although churros are a Madrid specialty, the ones found in Seville are often praised because they differ in a lighter and more delicate texture. In Cuba, they may be filled with guava, in Mexico with dulce de leche, and in Uruguay with cheese. Regardless of the varieties, churros are an indulgence that must be tried at least once.</p>",45,31.39444444,10.375,3.667222222,230.9055556,0.015881914,Churros,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/c4200405b62d4c3db1836bd2d00c1905.png,churros,40.41659845,-3.701184707,,,
Shabu-shabu,"<p>Shabu-shabu is a popular Japanese dish consisting of thinly sliced meat and vegetables cooked in water. The dish is an evolved version of the traditional Mongolian <em>nabemono</em> (one-pot) cooking. Roughly translated to <em>swish-swish</em>, its name is referring to the sound that is made when the sliced pieces of meat go through the water. Although beef is the most popular choice of meat, shabu-shabu can also be prepared with lamb, chicken, pork, duck, crab, or lobster. Steamed rice and a variety of sauces are often served on the side, accompanying the main dish. The dish is typically shared and eaten communally, each consumer dipping a slice of meat in the central pot that is filled with boiling water. Although shabu-shabu originates from China, it was popularized during the 20th century in Osaka, Japan.</p>",44,26.46153125,13.944425,25.48608125,326.402625,0.078081729,Shabu-shabu,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/7ef0d99937ff4fb7822493a78e829613.png,shabu-shabu,34.75003501,135.460145,,,
Parfait,"<p>The name of this partially frozen French dessert means <em>perfect</em> &ndash; so one can imagine that its creators intended the experience of eating it to be no less thrilling than its name implies. Parfait is a frozen dessert made from a base of egg yolks, sugar, and whipped cream, and it can be flavored with any number of additional ingredients such as fruit, nuts, or coffee. Today, however, parfaits can be made with savory ingredients as well, and there are versions made with seafood, vegetables, and even foie gras. Parfaits were originally served on decorative plates, but today they are usually layered in tall and thin flute glasses. The dessert is so popular that it even has its own holiday in the US &ndash; National Parfait Day &ndash; which is celebrated on November 25th.</p>",44,42.81157,5.470245,7.51032,256.608,0.029267677,Parfait,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/e2144280ecef420882485f29604170bf.png,parfait,48.85652348,2.347802019,,,
Miso Soup,"<p>Miso soup is a traditional Japanese soy-based soup made from a stock called <em>dashi</em>, miso paste, and various additional ingredients such as seaweed or tofu. It is estimated that more than 70% of Japeanese people consume the soup for breakfast, although it is commonly available at any time of the day. In Japanese restaurants in the United States, miso soup is often offered as an appetizer. The soup is thought to have medicinal properties, as it alkalizes the blood and revives the nervous system. The main ingredient is called miso - a combination of rice, salt, water, and fermented soybeans, shaped into a paste that is similar to peanut butter in texture. Miso is centuries old, and its roots are in <em>chiang</em> - a fermented soybean paste invented in China by Buddhist priests more than 2500 years ago. Since miso soup is relatively quick and easy to prepare, in Japan, there are even instant cups of the soup available in vending machines for a small amount of money, acting as a testament to the soup's enormous popularity.</p>",43,5.727272222,1.3496,2.734738889,42.09183889,0.064970763,Miso Soup,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/9fa39757c5154781a27beaac95736c99.png,miso-soup,35.68134818,139.7595261,,,
Dondurma,"<p>Turkish ice cream is believed to originate from the city of Mara??&mdash;hence the name&mdash;and what really sets it apart from other varieties is its resistance to melting and a particularly dense, chewy texture. These qualities are brought by adding two thickening agents to the basic milk and sugar mixture: Arab gum, also known as mastic resin, and <em>salep</em>&mdash;a type of flour made from the root of the early purple orchid. In fact, in the Kahramanmara?? region, ice cream typically contains distinctly more salep than usual, which is why it is sometimes called <em>kesme dondurma</em>&mdash;from the Turkish <em>kesmek</em>, meaning <em>to cut</em>&mdash;which is the reason why this ice cream variety is usually eaten with a knife and fork. In Turkey, ice cream is commonly sold in the streets but also in specialized <em>dondurmas??</em> shops, whose owners will often go out of their way by producing their own salep, apart from using exclusively natural flavorings and milk from goats fed only with thyme, orchid flowers, and <em>milkvetch</em>.</p>",43,20.105,7.3275,2.8015,162.6,0.017229397,Dondurma,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b75a6d14107d4405a616ed417ec2a89e.png,maras-dondurmas,37.5870465,36.90358338,,,
Apple Pie,"<p>Although England has a long history of making meat and fruit pies, and it was the inspiration for the American versions, there is nothing that is more synonymous with American desserts than the apple pie. In the United States, apple pies are found everywhere from big grocery shops and restaurants to coffee shops and home bakers, baked until the double crust is golden brown, filled with cinnamon-sugar coated apples. Homemade American apple pie is a source of great pride, causing arguments about which apple variety is the most suitable for the best pies. Some swear by <em>Granny Smiths</em>, but they are sour and require too much sugar, resulting in a soggy crust. Others prefer <em>Golden Delicious</em>, the driest, but the least flavorful variety. Experts opt for the tart <em>Cortland</em> or the flavorful <em>Northern Spy</em> varieties, both at their prime between September and November. However, apple varieties are not the only concern. What about the crust? Should it be flaky and buttery or thin, crispy and based on lard? For a sweet and savory combination, some even replace half of the butter with Cheddar cheese, resulting in an unusual apple pie with a cheesy crust. The most popular variety in the US is probably <em>apple pie &agrave; la mode</em>, invented in Minnesota in 1885, and served with a scoop of ice cream on top. Regardless of the regional varieties and endless debates, apple pie is an American dessert like no other, best paired with a sweet Riesling wine.</p>",42,47.35394211,16.29829474,4.319389474,320.5970526,0.013472954,Apple Pie,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/4585252c1cb34395b37d55c03242d5e1.png,apple-pie,38.89529574,-77.03724659,,,
Grilled Cheese,"<p>Grilled cheese is a classic American sandwich that is usually prepared with one or more cheese varieties that are placed between two slices of bread. The slices are buttered from the outside, and the sandwich is then shortly heated, typically in a pan or on a griddle, until the bread is golden and the cheese melts. Although cheese and bread were a common pairing since the early 1900s, and the French have their own, similar <em>Croque Monsieur</em> sandwich, <em>grilled cheese</em> sandwich first appeared in the United States in the 1920s, when it was prepared open-faced, as a slice of bread topped with shredded cheese. It rose in popularity due to the fact that it was inexpensive and affordable. In the 1960s, a second slice of bread was added on top, and the classic grilled cheese as we know today was invented, due to the availability of pre-sliced bread and processed cheese singles. Today, the sandwich has evolved into various creations, as innovators started serving it on bagels, adding different kinds of cheese, meat, and vegetables such as bacon, tomatoes, and avocado into it. Grilled cheese still remains a staple of comfort food and the children's favorite, although it is often consumed by many adults, and it is even served in some high-end restaurants. For many people, there is nothing better than pairing a hot grilled cheese sandwich with a bowl of tomato soup, and it is believed that the comforting combination is best when consumed on a cold, rainy night.</p>",42,36.77563125,22.76286875,18.3189,432.834625,0.042323093,Grilled Cheese,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/01de4781ab344d7ea97d1b2d43d9695f.png,grilled-cheese,38.89462874,-77.03575819,,,
Gyros,"<p>Gyros is one of the most popular Greek street food dishes, consisting of meat such as pork and chicken (in Greece) or lamb and veal (popular in other countries) cooked on a vertical spit. The meat is sliced in thin shavings and is then usually placed in a pita bread along with sauces such as <em>tzatziki</em> and vegetables such as tomatoes, onions, lettuce, and cucumbers. Gyros is derived from the Greek word <em>gheereezo</em>, meaning<em> to turn</em>, referring to the constantly rotating vertical spit on which the meat is cooked. Some believe that gyros originated during the time of Alexander the Great, when his soldiers skewered the meat on their swords and cooked it over a fire. Others claim that gyros was introduced to Greece in 1922, with the refugees from Constantinople and Smyrna. Many of the refugees became merchants and opened their shops with tiny holes in the wall, where gyros was sold. After WWII, gyros gained popularity and spread to Europe, Australia, and the United States. Today, gyros is known as one of the most popular street food varieties around the world.</p>",42,8.905,11.02,18.46,220.655,0.083660012,Gyros,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/5c0c797b7dd04b0ea3700d88e98edabf.png,gyros,37.98302839,23.7312423,,,
Pizza Napoletana,"<p>Italy&rsquo;s most emblematic culinary creation, the genuine pizza Napoletana is made with just a few simple ingredients and prepared in only two variations &ndash; <em>marinara</em>, the basic Neapolitan pizza topped with a tomato-based sauce flavored with garlic and oregano, and <em>margherita</em>, which is topped with tomatoes, mozzarella, and fresh basil leaves, a delicious combination whose colors are said to represent the Italian flag. The crust is very thin at the base, and the dough puffs up on the sides, which results in airy crust that should have typical charred 'leopard spots' if baked properly. The origins of this iconic Neapolitan dish can be traced to the early 1700s, when what we know today as pizza marinara was first described by Italian chef, writer, and philosopher Vincenzo Corrado in his treatise on the eating habits of the people of Naples. Almost 200 years later, in 1889, the premier Neapolitan master pizzaiolo Raffaele Esposito added mozzarella to the mix and invented the margherita, which is now generally cited as the first modern pizza. Originally dubbed <em>la pizza tricolore</em>, Esposito&rsquo;s creation is said to have been made in honor of and named after Margherita of Savoy, the Queen consort of the Kingdom of Italy, who was visiting Naples at the time. In 2010, as one of Italy&rsquo;s most popular foods worldwide, pizza Napoletana was officially recognized by the European Union and granted the designation of Traditional Specialty Guaranteed. And remember, a good pizza Napoletana doesn't need any additions other than the designated toppings.</p>",42,61.26769231,66.93846154,14.28307692,467.6923077,0.030539474,Pizza Napoletana,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/7de6337184094547aa43810c68ccbb9d.png,pizza-napoletana,40.84002501,14.245011,,,
